text,sentiment
following the introduction of the euro and the general pressures of globalisation and increased efficiency these efforts appear to have been reinforced by all participants national authorities community institutions market associations private financial institutions as well as private and institutional service providers such as stock exchanges clearing houses and securities settlement systems,1
a second type of activity is our provision of central banking services that can also be conducive to fostering financial integration,1
today many asian economies are benefiting from global economic integration,1
it arguably speeds up the catchup process of the south towards the living standards of the north owing to an easier flow of capital and technology from the north to the south,1
private banking union the private banking union in the us is created by its integrated financial market which includes both the banking sector and capital markets,1
third the banking union and the ssm in particular aims to protect borrowers by restoring trust in the soundness of the banking sector thereby increasing its capacity to lend to the real economy,1
innovation and technological diffusion have an important role to play in this context and they are an important plank of the lisbon strategy which inter alia pursues the objective of making europe a knowledgebased economy,1
a rapid integration is also taking place in the euro area equity markets,1
in such a flexible economic environment policy actions will be more efficient and feed through the economy more quickly,1
moreover more integrated financial markets give rise to greater competition resulting in more favourable financing conditions for consumers and firms,1
between 1995 and 2010 the pace of world trade growth expanded twice as fast as that of world gdp growth,1
emerging countries citizens have reaped the benefits of such rapid development with higher standards of living,1
on the domestic side investment should normally benefit from the positive global environment the very favourable financing conditions in the euro area and the improvements in corporate efficiency and there is scope in the euro area as a whole for a strengthening of private consumption,1
in particular in light of the remarkable growth of chinas economy and recent policy measures adopted by its authorities the international use of the renminbi has gained momentum,1
three words characterise the international role of our currency growing euroarea driven and regional,1
this event should further enhance competition in the euro area financial markets the international role of the euro and the acceleration in the consolidation process of our formerly segmented european national economic spaces,1
the impact of education on growth may be related to innovation as well as the adoption of new technologies,1
looking forward we expect the euro area economy to further benefit from the ongoing recovery in the world economy,1
also the globalisation of finance comes primarily from the combination of data processing and telecommunications,1
the ongoing recovery has strengthened and broadened and is expected to remain sustained,1
training has been shown to have a significant positive effect on firmlevel value added growth productivity and innovation,1
for the euro area countries the change in their economic environment has been particularly marked over the last decade while being increasingly integrated into the global economy they are part of the european union that witnessed a substantial enlargement in recent years,1
second it is generally accepted that financial integration is a key factor in the development and modernisation of the financial system which in turn leads to a more efficient allocation of capital and an increased potential for economic growth,1
moreover a successful implementation of the investment and reform plans under the next generation eu programme would accelerate the energy and green transitions enhancing longterm growth and resilience,1
gross foreign direct investment fdi transactions of euro area countries with financial centres have been so large that these have driven aggregate euro area developments,1
this database together with others developed under the leadership of the groningen growth and development centre provides extremely valuable information for assessing structural trends in real output and labour productivity growth,1
research shows that public investment raises the productivity of the physical and human capital stock and may also encourage new private investment,1
with the establishment of the single market in particular the pace and reach of integration accelerated markedly,1
the outlook for euro area domestic demand in particular has become more favourable,1
and in the light of the factors i have just listed there may be good reasons to expect that scarcity will materialise first and foremost in those market segments with a higher duration potentially helping to maximise the economic impact of our operations as outlined in the section on transmission mechanism,1
progress in eu financial integration since the introduction of the euro and the implementation of the financial services action plan fsap have generally improved financing conditions for european firms with substantial benefits expected for europes growth performance,1
this more even credit pricing across countries and firms has in turn been crucial to the broadening of the economic and employment recovery not least because smes represent 60 of euro area value added and employ 70 of the labour force,1
this mainly reflects the expansion of the provision of liquidity to the banking system which plays a crucial role in the funding of the euro area economy,1
this is the result of the ongoing liberalisation of financial markets and institutions in the major industrial countries during the past two decades and has led to an enormous increase in international capital flows,1
accordingly this sector has become an important source of funding for the real economy with its share of overall credit to nonfinancial corporations growing from about 15 to 30,1
this is linked to demographic developments and to expectations of continued productivity growth,1
this formed the basis for frankfurtrhinemain to boost its innovation potential by integrating universities more strongly in particular for applied research,1
while growth has been mainly supported by private consumption in recent quarters there are encouraging signs that private investment is picking up as well,1
over the last decade latin america has made a great deal of progress toward sound economic policies and the regions growth potential is vast in terms of human and natural resources,1
the public sector support for demand and the stabilisation of the banking sector contributed to the avoidance of a depression and launched an incipient economic recovery that was gaining strength in the first quarter of the year,1
easier access to global financial markets for individuals and corporations will lead to a more efficient allocation of capital which in turn will promote economic growth and prosperity,1
financial integration enhances the efficiency of economic mechanisms strengthens competition and raises the potential for stronger economic growth,1
overall we can certainly conclude that the euro area and china have become key economic partners,1
reviving the supply of credit to these firms has also helped lay the ground for an economywide recovery in investment activity and employment,1
in the eu context the financial structure has seen a remarkable transformation and elements such as the provision of risk capital and the strengthening of marketbased elements have become more important in recent years,1
looking ahead growth in the united states is expected to accelerate on the back of solid growth in investment and consumption and significant fiscal stimulus,1
these markets have become more integrated and some sectors such as the network industries are being liberalised,1
in the banking sector for example the strong presence of foreign banks has already had significant implications accelerating concentration increasing competition and enhancing efficiency,1
after the treaty of rome the development of the european project contributed to economic growth in the member states for many years the progressive abolition of customs tariffs favoured specialisation made it possible to reap the benefits of economies of scale and stimulated efficiency and competition with positive effects on employment and welfare,1
in fact euro area banks and financial institutions have been the most important investors in the respective banking sectors contributing to financial development in the region,1
as trade integration and foreign direct investment flows into these countries continue there is reason to believe that the level of synchronisation will increase,1
from the external side global demand has seen a protracted expansion that has consistently supported euro area exports,1
second the high trade integration of the new member states with the euro area increases the benefits of fixing their exchange rates to the euro and improves the synchronisation of their business cycles with that of the euro area,1
moreover the free movement of people ensures that anyone can seek work where economic activity is concentrated as a result of agglomeration effects,1
strategy standardisation can be explained as the outcome of the growing interaction between monetary policies and arrangements in different economic areas which is in turn related to the trend towards economic globalisation,1
one of the main features of globalisation has been the entrance of new players into world markets,1
the integration process is a dynamic driving force both behind private sector and in the political decisionmaking,1
there are approximately 22000 financial entities in the eu8 and digitalisation has deepened the linkages between them and with thirdparty infrastructure and service providers,1
the transmission of the improvement in banks funding conditions to lower bank lending rates has been further empowered by an increase in lender competition for good credit spurred by our measures,1
over the past 15 years international trade and foreign direct investment fdi flows have expanded rapidly,1
productivity growth can also be boosted by more and better education and training,1
across the region the domestic demand booms were mainly financed by euro area banks through funding of their local subsidiaries and direct crossborder lending,1
these different growth rates imply that over the last two decades real gdp has doubled whereas the volume of world trade has more than tripled,1
apart from this ongoing integration and globalisation world financial markets have also recently experienced increased securitisation,1
i have already argued that these structural changes will benefit europe s citizens  price stability will allow markets to work more efficiently thereby raising growth and improving employment prospects,1
this should also reinforce the consolidation dynamics i just mentioned it is natural for the establishment of the ssm and the comprehensive assessment of banks balancesheets to a period of general marketdriven restructuring in the european banking sector,1
over the years the activities of the chamber and its members have greatly contributed to the development of economic and financial ties between germany and greece,1
cls was the infrastructure envisaged by the market and the central banking community has supported its development,1
ecb research shows that technology transfers have contributed to strong productivity spillovers within european value chains,1
rather the extent of the developments that have already taken place must be interpreted as an early indication of the considerable contribution of the euro to the european economy and financial markets,1
as regards economic efficiency increased specialisation offers sizeable gains in terms of innovation productivity and higher potential growth rates,1
as the ecbs most recent financial integration in europe report indicated stable highly integrated and adequately supervised markets contribute to a more efficient allocation of resources over time and across jurisdictions allow intertemporal smoothing of consumption and increase the supply of funds for profitable investment opportunities,1
second also reforms on euro area goods and services markets have a substantial role to play in increasing employment and productivity growth,1
the rapid advances in information technologies and the globalisation of our economies have led to a significant transformation of the economic landscape in recent years,1
establishing efficient and wellfunctioning product and services markets can boost productivity trends by enhancing the incentive to invest and innovate,1
for instance size and liquidity effects lead to the emergence of new financial market segments denominated in the international currency,1
can we estimate quantitatively the effects of further integration and enhanced financial development on economic growth,1
to sum up the introduction of the euro has led to a perceptible shift in euro area and eu financial markets greater depth liquidity and integration should improve their efficiency and a more efficient allocation of capital should mean improved financing opportunities for both sovereign and corporate borrowers,1
on the demand side in an environment of low interest rates consumers and firms anticipating future growth frontloaded consumption and investment like good intertemporal optimizers,1
for instance decentralised wage setting has led to broadly appropriate wage development in the recent past and contributed to employment growth,1
this increased competition along with changes in technology will fuel the need to innovate new payment products services and infrastructures providing major benefits to the wider economy,1
as 50 of the crossborder trade of euro area countries is with other euro area countries small and mediumsized enterprises will benefit immensely from the harmonisation across national borders within the euro area,1
the resilience of global economic growth which benefits from the robust economic activity in emerging market economies should support euro area exports,1
1 reforms aimed at strengthening competition will not just encourage greater price flexibility but also higher investment as young firms are able to enter new markets and expand more quickly,1
and their rising role means that today they share responsibility for global economic performance in half with the rest of the world,1
for example insofar as financial innovation improves the availability of funds for business activities that might not have otherwise taken place it is likely to have a positive impact on longerterm economic growth prospects,1
this development of euro area capital markets is important as financial systems with larger overall capital markets generally allow a faster reallocation of capital and provide easier financing for real investment thus fostering productivity,1
in addition the eurosystem began successfully operating the euro area payment system target which ensures the smooth settlement of crossborder payments in the euro area and as such has contributed substantially to the integration of the euro money market,1
going forward we should continue to build on collaboration between authorities and the industry with the aim of enhancing the integration of posttrading infrastructures fostering innovation and efficiency and ultimately benefiting end users and the real economy,1
labour productivity growth continued to rise in the second quarter of the year to 14 in annual terms on account of growing employment and activity in the last few quarters particularly in the industrial sector,1
the rise of the emerging economies will also be reflected in the reforms of the international financial institutions,1
this has been instrumental to the integration of money markets and wholesale banking activities in europe,1
the labour and welfare reforms contributed significantly to positive economic developments in germany over past years,1
this could take the form of continued consolidation at the national level and of enhanced crossborder market integration aiming to reap the full benefits of economies of scale and scope,1
plans submitted to the ecb indicate that this can be expected to result in a substantial relocation of activity to the euro area in the order of over 1 trillion in bank assets and that at least in the short term activity will move to a number of euro area countries possibly resulting in the development of a multicentric european financial system,1
the role we see for the euro area is to become a stronger and steady driving force for global growth by establishing a fully operational internal market and encouraging innovation in production and business practices as is also set out in the structural reform agenda that we refer to as the lisbon strategy,1
nonbank financial intermediaries have grown rapidly over recent years in the euro area which is a welcome development,1
on the external side the upturn of growth in the world economy appears to be more robust and broadly based than was anticipated earlier,1
by creating optimal conditions for a sustainable and strong pace of economic activity price stability will ultimately spur employment growth and foster higher living standards,1
this mainly relates to the strong performance of the us economy,1
moreover net demand for all types of loans has increased and is expected to grow in the next quarter too supporting loan growth,1
in addition as was shown yesterday there is some evidence of a possible positive relationship between competition in the retail banking sector and growth in financially developed systems,1
all told we estimate that half of the extra gdp growth achieved during the current recovery has been attributable to our policy with a material contribution from oil prices as well,1
in the same period nonbank finance has become an important source of funding for the real economy its share of credit to nonfinancial corporations has increased from about 15 to 30 chart 2,1
as of today there is no doubt that the introduction of the euro has fostered the internationalisation of banking activities,1
and the counterpart of debt  credit  facilitates the productive investment through which market economies grow over time in turn increasing transactions and demand for money,1
financial integration will help to increase longterm economic growth and will have a strong bearing on the competitiveness of the european financial sector leading to innovation and modernisation,1
the significant improvement in funding conditions for smes is especially encouraging as these companies provide twothirds of the total private sector employment in the euro area,1
fourth the process of globalisation that we have experienced in recent decades has been driven by an increase in global trade following the integration of emerging market economies into the world economy and the liberalisation of financial markets,1
financial innovation refers both to technological advances which facilitate access to information trading and means of payment and to the emergence of new financial instruments and services new forms of organisation and more developed and complete financial markets,1
by adopting the new technologies which have been developed and tested in the united states over the past decade europes economy has the potential to achieve the kind of performance seen in the us new economy even more rapidly than was the case in the united states itself,1
it increases the scope for efficiency gains through increased specialisation and better use of comparative advantages in the international production of goods and services,1
banks taking part in our tltros saw a considerable increase in their credit growth with loans rising by over 400 billion in the year up to september,1
indeed crossborder holdings of securities and interbank loans have in relative terms experienced substantial growth,1
monetary policy can stimulate demand and investment and as this creates productive capacity a link is established with the supplyside and the longterm,1
they have supported price stability in particular by buoying domestic demand which is now the supporting pillar of the ongoing recovery,1
importantly domestic demand has firmed against the backdrop of improved private sector balance sheets which is the second key feature of the recovery,1
as regards the efficient allocation of capital economic growth is spurred by the fact that in a more developed financial system the intermediaries are more effective in dealing with problems of asymmetric information so more funds will be allocated to more profitable projects and the productivity of the economy will increase,1
creating a productivityenhancing environment for advanced countries in todays globalised economy productivity is increasingly linked to investment in knowledgebased capital and moving closer to the technological frontier especially in high valueadded sectors such as the digital economy,1
the single pricing structure the harmonized set of cash settlement services and the single technical communication interface allow to exploit economies of scale and gains in efficiency that will spur even further integration in money and wholesale markets,1
the finance and growth nexus    there is strong evidence that access to finance is conducive to economic growth,1
in particular the advent of the euro is speeding up the process of integration and innovation in the euro area domestic financial market which may in turn influence its international use,1
indeed in the first quarter of 2016 investment and consumption contributed almost equally to the strong gdp outturn,1
the global economy is expected to continue to grow strongly and world trade is projected to accelerate further,1
the euro area recovery has so far been mostly homegrown with monetary policy creating the conditions for a virtuous circle between rising income and spending in both the corporate and the household sector,1
it is generally agreed that regional integration is beneficial to the parties involved as economic factors are more efficiently allocated through increased competition and specialisation,1
3  second a more stable and predictable legal and regulatory environment improved investor security and contributed to a rapid inflow of foreign investment providing the economy with the necessary foreign capital knowhow and technology to increase its competitiveness,1
the strong productivity performance of the us economy has been ultimately attributed to the development of new information and communication technologies ict in combination with the overall flexibility of the us economy,1
however in the emerging knowledgebased society the interactions between price stability and economic prosperity become tighter,1
indeed the globalisation of financial markets and institutions which was fostered by financial innovation and technological advances has played a key role in shaping the overall environment and influencing the processes that determine financial market efficiency and stability,1
indeed since 1999 the russian federation has contributed substantially to global growth and has become a major holder of foreign exchange reserves,1
this development was maybe even more pronounced in the euro area compared with other regions due to several factors including the introduction of the single currency further financial market integration through the use of credit derivatives and related financial instruments and an innovative financial industry,1
indeed the economic motivation for the creation of the euro was closely intertwined with the broader project to develop close economic and financial ties among the member countries,1
expectations of longterm growth in the euro area which drive the prospective return on investment and in turn investment decisions remain positive,1
the current upswing in economic activity has been accompanied by a steady improvement in the euro area labour markets,1
and this is notably reflected in important developments over recent years in the international financial architecture the network of institutions and fora which are involved in the governance of the world economy in macroeconomic and financial matters,1
europes openness is also remarkable in international finance over the past decade the stock of outward and inward foreign direct investment has virtually doubled as a percentage of gdp,1
in particular financial markets that are more integrated provide strong support for the effective transmission of the single monetary policy and the smooth operation of the underlying payment systems,1
given the strong complementarity between public and private investment the funds from the recovery programme can also pave the way for private investment activities that are at the core of the large innovation effort required to master the green and digital transitions,1
of course other noneurorelated factors such as enhanced international mobility of financial flows technological innovation and globalisation also explain the recent developments towards more integration and consolidation of the financial sector in the euro area,1
and banks  you have developed and will form the basis of sepa,1
in addition different from previous years also the euro area regained more dynamism thereby contributing to an urgently needed rebalancing in global economic growth,1
in particular there are indications that the profitability of nonfinancial corporations has on average developed favourably in recent years driven also by lower corporate taxes moderate wage growth and rationalisation of the production process,1
financial integration increases the potential for higher economic growth,1
the governing council has promoted a complex process of enhancement of these tools and techniques along several avenues,1
a better integrated and sounder financial sector has also been able to transmit our policy impulses more evenly across the euro area,1
second we provide central banking services that are conducive to financial integration most prominently by operating europes leading largevalue crossborder payment system target,1
within the euro area the euro is certainly acting as a catalyst to promote the integration of product and capital markets,1
the second and perhaps more important consideration is that the developments in the second half of the century in both areas globalisation and europeanisation can be seen as a process whereby domestic economic solutions have increasingly been applied to the international economy,1
consequently the euro area economy rebounded by 22 per cent in the second quarter of the year which was more than had been anticipated,1
89  first through enhanced trade linkages and higher crossborder knowledge flows economic globalisation may contribute to greater similarity in productivity dynamics across countries,1
together with the onset of deregulation under the eu single market programme these regulatory changes triggered a wave of consolidation and an improvement in the efficiency of italian banks that aimed to allow them to be competitive in the larger market that now extends into the euro area and the eu,1
the strength of global demand provides a positive external environment in which euro area exports are expected to grow significantly both this year and next,1
simultaneously most of the stressed euro area countries have made remarkable progress in gaining competitiveness,1
financial development is good for productivity growth and capital accumulation and financial liberalisation generates sizeable growth benefits,1
this socalled process of creative destruction allows financially developed economies to converge faster towards the efficient production frontier and to experience higher overall productivity growth,1
in most countries including italy this convergence has meant significantly reduced financing costs thereby providing an environment favourable to growth and employment,1
having said this the recent wave of international financial integration has been very pronounced in industrialised countries reflecting the relative stability of the policy and institutional environments in these countries,1
the asiapacific region is becoming a larger player in the global economy which has an impact on the rules of the game,1
the increases in commodity prices have been supported by dynamic growth in emerging market economies,1
this will increase labour market participation and employment foster an attractive environment for investment and innovation help to promote flexibility in wages and prices and strengthen all the other forces driving productivity and economic growth,1
the introduction of the euro has also contributed to the improved dynamics of the european economy,1
closer cooperation among policymakers and regulators the setting of common rules and the promotion of consistent practices merely help to provide the necessary framework for the proper functioning of a single european financial market with a depth and sophistication similar to that of the united states,1
i would like to conclude this brief overview of the international role of the euro by emphasising that developments in this field will be the outcome first and foremost of a marketdriven process,1
ireland spain and portugal for example have implemented a series of reforms they have become more competitive and their economies are recovering,1
integration and harmonization are intended to promote economic wellbeing as increasingly integrated financial markets that ignore national boundaries broaden the geographic domain in which financial institutions and their customers make decisions,1
for a large part economic integration has been the engine of this process,1
the introduction of the euro has rapidly and effectively contributed to the healthy consolidation and integration process which we are now witnessing in many business sectors across europe,1
effectively the share of foreign branches in banks total assets has increased continuously to reach around 10 of the market for the majority of eu countries,1
one of the major benefits of globalisation is that emerging and also developing countries are increasingly involved in the exchange of goods and capital and can benefit from the transfer of knowhow and technologies,1
second at a microeconomic level germanys export performance supports both upstream producers and downstream producers in the rest of europe,1
lower lending rates and the recovery in activity have bolstered corporate profitability with a consequent increase in investment,1
financial integration is a key factor in the development and modernisation of the financial system which in turn increases the potential for greater and more sustainable noninflationary economic growth,1
the countries in this area have an increasingly important place among the worlds emerging markets,1
slide 8 percentage share in extraeuro area trade  at the same time it seems clear that the central and eastern european eu countries have also benefited significantly from a closer integration with the rest of the eu,1
it can also offer more possibilities for financial institutions to better manage and diversify their relevant risks and realise economies of scale leading to greater efficiency of the financial system,1
in particular many of the asset management and investment banking services are already quite internationalised as the capital markets have taken significant steps towards integration and growth following the introduction of the euro,1
the german economy has often been thought of as the engine of the european economy,1
moreover a stronger economy generates greater volumes of sustainable bank lending,1
sepa will bring a move towards more intensive use of electronic payment instruments and we must take full advantage of these facts and move the retail payment market to the next level where services and payments are combined in an electronic environment creating endtoend straightthrough processing,1
in the euro area these sectors have been responsible for almost one fifth of the jobs created since 2013,1
to the extent that this would contribute to the efficiency liquidity and range of financial services offered in the euro areas financial market the euro would also become a more attractive currency for international investors and issuers including central banks,1
they reflect the international competitiveness and dynamism of your economy and the confidence which international investors have in its future,1
the first priority is therefore to complete the single market for services which already account for twothirds of global gdp and employment and represent many of the potential growth sectors in the age of digitalisation and automation,1
this comprehensive range of measures has worked its way through the financial system leading to a significant easing of financing conditions for consumers and firms,1
the effective and timely implementation of the investment and reform plans under the next generation eu programme should help modernise our economies enhance longterm growth and economic resilience and support the green and digital transitions,1
furthermore they have also had a clear impact on global markets prompting further integration of international financial markets,1
the countries of the region have also made remarkable progress in terms of institutional and structural convergence,1
in most industrialised nations on the waves of financial liberalisation and globalisation capital markets have been growing tremendously over the past two decades both in terms of volume and value of transactions and in the development of new types of securities,1
the development of crossborder investment strategies has been favoured by the euro areawide and paneuropean market indices,1
over the past 14 years the euro area countries have reestablished and reinforced their economic links with central and eastern european countries via stronger trade increased foreign direct investments and sizeable financial integration,1
this means that the financial base of real economic activity in europe is largely founded on bank intermediation which is also a feature of the japanese economy,1
given its large share net interest income thus plays an important role in bank profitability,1
capital inflows from the eu together with this regions growing integration into paneuropean production chains will help the economies here to catch up and will gradually contribute to higher living standards  provided of course that sound domestic policies are in place to make this happen,1
although a considerable consolidation of the european banking sector has taken place over the last decade this consolidation has so far been almost exclusively based on mergers and acquisitions within national borders,1
28 and because regions become more dynamic internally when they integrate further we could see europe emerging as another economic engine on which the global economy can rely to sustain growth,1
in the longer term it is likely that these developments will indeed contribute to increased productivity and higher growth potential on a global scale,1
gdp grew at 22 in 2016 driven by strong domestic demand on account of improving business and consumer confidence and positive wealth and realincome effects,1
moreover insofar as financial integration fosters the diversification of the activities and risks of financial institutions and thus furthers the efficiency and soundness of the financial system it should also promote greater productivity in the financial sector and thus higher levels of welfare,1
taking into consideration the renewed relevance of retail payments the key success factors in the years ahead will be harmonisation innovation and increased competitiveness,1
we expect the continued expansion of the world economy and domestic demand from the private sector as the main driver of economic growth in the euro area,1
the enlarged eu consolidates its position in the first league of the worlds biggest unified markets accounting for about one fourth of world trade and global income,1
moreover the ongoing consolidation of the european banking sector seems to have promoted higher efficiency in the banking markets,1
in this context relevant factors are the weight of the euro area in the global economy and the size of its foreign trade and financial linkages since increasing economies of scale will play an important role in promoting the use of the euro,1
the degree of integration of international financial markets has significantly accelerated in recent decades particularly since the second half of the 1990s,1
swift progress in the implementation of these and other necessary structural reforms will boost confidence among investors and consumers thereby fostering economic growth and job creation,1
in particular resilient growth in asia and in the oilexporting countries has bolstered global growth,1
4  the optimisation of global value chains led to the production of many critical inputs becoming highly concentrated in certain geographical areas,1
ii sepa spurs overall economic growth     slide 9  sepa makes an important contribution towards a more integrated payments market in europe which will foster financial market efficiency and bring substantial economic benefits to society,1
via the international expansion of banking groups and interbank competition these beneficial effects are expected to spread to the european banking sector as a whole fostering closer convergence towards better more efficient banking practices deepened integration and greater breadth depth and liquidity of the markets,1
yet a number of euro area banks have successfully delivered robust earnings in recent years,1
moreover strong money growth has been primarily driven by a rapid expansion of loans to the private sector underpinned by the economic recovery,1
an increasing number of economies across both advanced and emerging markets are benefiting from the recovery,1
indeed macroeconomic stabilisation has been accompanied by a remarkable performance in terms of job creation,1
other channels through which free trade can raise overall efficiency include increased economies of scale due to larger markets aggregate productivity gains due a reallocation towards more productive firms and at the firm level productivity gains from higherquality imports,1
starting with the euro area recent economic developments point to a much brighter outlook than was expected earlier this year,1
globalisation has already helped to raise our living standards considerably,1
financial integration will foster a more efficient allocation of resources increase competition reduce costs lead to higher trading activity and more transparent pricing and thereby raise the overall potential for stronger economic growth,1
cee countries in particular have been able to accelerate the process of technology absorption from firms at the productivity frontier which has proved to be a key ingredient in the process of convergence,1
the preferred scenario which would allow the global economy to continue to grow at a measured pace demands close coordination of economic policies both within individual countries and between the main economic areas,1
and greater competition spurred rapid adoption of financial innovations with securitisation and risk transfer markets playing an important catalytic role in expanding the loan supply,1
in recent years large flows of foreign direct investment among euro area countries have exemplified this intensification of corporate linkages,1
during the years of economic expansion strong domestic demand was the main driving force behind economic growth with domestic demand itself being fuelled by among other things rapid increases in real disposable income and overly optimistic expectations about future income,1
finally greater investment in rd and innovation by spanish firms would enhance their competitiveness and contribute to generate more growth through higher value added,1
and it was precisely those industries that experienced higher total productivity growth globally,1
capacity utilisation has risen over the past two years for manufacturing and services,1
in todays globalised economy integrated sets of timely and reliable statistics play a key role in policymaking as well as in investors decisions,1
importantly both our bls and safe attest to improved credit conditions for smes which form the backbone of the euro areas corporate sector,1
and from 1999 onwards financial integration gained additional momentum with the introduction of the euro and the financial services action plan fsap,1
therefore by speeding up the reallocation of capital from declining to evolving and promising industries  the schumpeterian process of creative destruction  both financial integration and financial development positively influence the efficiency of a financial system ultimately leading to a higher potential for economic growth,1
against the backdrop of this substantial easing of financing conditions domestic demand has become the mainstay of growth in the euro area making the recovery more resilient to developments overseas,1
according to the latest data the euro area economy grew by 25 in 2017 reflecting strong domestic momentum in private consumption and investment,1
the european banking sector has undergone considerable consolidation in recent times and the banking markets in the different eu countries have become fairly similar in terms of their market structures not least because the euro has created more transparency across national borders,1
however in ireland and portugal export performance has also been strong because programme countries are now reaping the benefits from their significant improvement in cost competitiveness,1
furthermore an enlarged single market is enhancing the scope for economies of scale,1
for one the eu built up a broad alliance of industrial and developing countries with ambitious targets which significantly contributed to the success of the paris conference,1
as regards structural reforms the governing council fully supports any efforts that enhance competition increase productivity and foster economic flexibility thus promoting higher sustainable real gdp growth and employment,1
in a global economy made up of about 200 sovereign states multilateral arrangements integrate the policy architecture by providing the incentives to improve national institutions and policies,1
such conditions allied with strong settlement infrastructure facilitate the development of interbank trading which enhances the efficiency of market and the economy as a whole,1
the introduction of the euro itself has undoubtedly led to a deeper and more integrated financial market,1
indeed financial innovation can render financial markets more efficient by rendering them more complete thereby allowing firms households and governments to interact in the market place facing lower transaction costs enhanced risk sharing instruments and contracting possibilities,1
8 recent trends in domestic and international financial markets point to developing countries also having improved access to different types of finance,1
likewise growth and productivity of the financial services sector are important in their own right as a contribution to overall economic activity,1
the development of european economic and financial statistics has been remarkable in the past years,1
it has certainly propelled the economic recovery into a robust and broadbased expansion,1
external factors such as more sustained growth in world gdp than in euro area gdp rising global trade integration and a sizeable increase in trade with the new eu member states are also playing an important role,1
from chinas perspective the relative importance of the eu in total trade has grown even more impressively the eu is now the first trading partner of china having overtaken both the united states and japan since 2005,1
these lessons are      first the critical mass achieved by the full integration of twelve national markets into one has effectively improved the prospects for an efficient allocation of capital to the most productive investment opportunities hence for higher sustainable growth,1
and that is now feeding into aggregate demand through the most interestsensitive demand components  consumption of durables and investment,1
in conclusion it is clear that the hicp has played is playing and will indeed continue to play a tremendous role in our economies and societies,1
looking ahead educational policies focusing on lifelong learning appears to be especially important in facilitating a smoother reallocation of workers between sectors and firms,1
