text,sentiment,audience
together we can begin to ask the important questions about education and public policy and then use what we learn to help build educational systems we can all be proud ofsystems that will help our region and our country prosper,1,p
congressman oxley stated that the payasyougo structure of the system combined with continuing demographic trends drives the current need for reform,1,p
housing is low on the public policy agenda and even our family structure is significa11tly different,0,p
however special institutions are needed to preserve the reservation land base,1,p
in much of todays                            newly competitive world governments purpose                            in spending is to build an economic infrastructure that                            fosters privatesector production and growth rather                            than transferring spending from one part of society                            to another,0,p
there are good arguments for full funding of education by the state,1,p
the economic  development act now law comprehends just such regional development commissions,1,p
only individuals ultimately pay taxes,0,p
a m o n g them are government vouchers that can be used to pay for tuition at the parents school of choice and schools operated by entrepreneurs under contract to local school boards,1,p
small businesses are also an engine for building a more racially equitable economy more than 8 million small businesses are owned by racial minorities,1,p
regarding farm numbers perhaps the best guess is that the decline in farm employment will continue because of the pervasiveness of laborsaving technological advances but that the rate of decline may not be as great as in the past,0,p
at the same time measured by employment the average blackowned firm in the industries with the highest projected growth rates are typically less than onetenth as large as its counterpart in the economy as a whole,0,p
the conunission has also worked out agreements in the trucking and steel industries which will yield greatly improved job opportunities for blacks in the years ahead,1,p
and when small retail establishments are considered separately denial rates for blackowned and whiteowned firms are similar,1,p
that effort blossomed  into a major commitment that has continued through the development of a model  tribal secured transactions law in 2005 and continues today in further work  with tribes and the uniform law commission toward a model tribal probate code3 to  complement the commercial law initiatives we helped organize indian business  alliances in several states so that indian business owners and others can  advocate for good business laws and address financial and other barriers to  business development on reservations,1,p
were aware of whats happening in agriculture the fact that if we were to have the same level of agricultural production or would have had in 1962 that we had had in 1940 there would have been half again as many people employed in agriculture,0,p
as a result used car prices which had followed a slight downward trend in the years leading up to the pandemic jumped a record 10 percent in april,0,p
prices of imported goods are rising at a rate of about 7 percent,0,p
time however the resulting rise in the price of imports  from a depreciating dollar is expected to result in a slight  uptick in inflation from this years expected rise of about  32    percent,0,p
but these headwinds were buffered by strong growth in employment and personal income  which has helped to bolster consumer spending,1,p
my own view is that a stronger labor market is bound to lead to stronger wage and salary growth if it hasnt done so already,1,p
1  cheap oil declining import prices and less dramatic growth in medical costs have all helped hold down the inflation rate,1,p
1  one of the temporary factors is the strong dollar which has contributed to a fall in import prices,1,p
many working people regrettably  equate labor market flexibility with job insecurity,0,p
this development in turn should have a positive effect on labor markets and  personal income and thus help sustain consumer spending,1,p
but i note that primeage participation still remains below levels seen in previous business cycle expansions,0,p
speeches    the challenges of understanding labor market trends  dennis lockhart  president and chief executive officer  federal reserve bank of atlanta  chattanooga downtown rotary  chattanooga tennessee  november 1 2012  key points  atlanta fed president and ceo dennis lockhart says that as the federal open market committee contemplates how to assess substantial improvement in labor  markets it will be helpful to consider the complexity and dynamism surrounding those markets and how improvements are measured,1,p
there    is general acceptance of the goals of stabilization policy which include  high employment rising output and relatively staole prices,1,p
the standard projections of economic activity in 1972 include 1 a 100 billion rise  in total spending compared to a 75 billion increase  in 1971 2 a doubling of real product growth from  3 percent in 1971 to 6 percent 3 a decline in the rate  of price increases from about 47 percent in 1971 to  3 percent and 4 a steady fall in the unemployment  rate from 6 percent to about 52 percent by year end,1,p
it is interesting to ask for example whether consumer credit con  trols might have dampened the recent consumer spending boom,0,p
but to solidify the expansion final demand needs to gain a firmer footing,1,p
the low savings rate and high debt to income ratios that  resulted from very high consumer spending growth will dampen these expenditures as we  go forward,0,p
so while consumer spending has grown during this recovery the tempered pace of that growth has limited the overall pace of the expansion relative to previous recoveries,1,p
financial innovation has improved access to credit reduced costs and increased choice,1,p
second as views of appropriate policy evolve over time as economic and financial conditions change the public will be able to draw better inferences about the relation between current economic conditions the economic outlook and appropriate policy,1,p
we have seen such situations escalate rapidly in the sl industry where owners of weak thrifts confident the government would not let them fail have increased their risktaking so far that american taxpayers are now funding a bailout whose dimensions are still not fully known,0,p
and in case these remarks should reach people who have never heard of the truth in lending act it may be useful to summarize what the act and the regulation do,1,p
some institutions are placing more emphasis on standardized loan products and are adopting credit scoring systems for many types of loans including affordable mortgage loans,1,p
they have been widely offered most frequently at the ceiling rates and have resulted in a marked pickup in consumertype deposit growth,1,p
onestop banking is more important to the individual customer than it is to the corporation,1,p
but this credit can also be more costly too the highest penalty rate charged to consumers with a major credit card jumped from just over 20 percent in the early 90s to over 40 percent now on some cards issued to risky borrowers,0,p
if a bank does no more than offer its products on the internet search engines will enable customers to compare its interest rates and fees with those of all other banks that have internet sites,1,p
too little credit can choke an economy as businesses cant find adequate funding for expansion and consumers are unable to borrow against their future income to purchase cars and houses and to invest in education and training,0,p
it simply says that a bank which draws resources from a community has an obligation to use its best efforts within the bounds of safe and sound banking practice to meet the credit needs of that community,1,p
household balance sheets are improvingin part  because of rising home values and the rise of the stock market,1,p
through our community affairs programs at each of the twelve federal reserve banks we conduct ongoing outreach and educational activities and give handson technical assistance to help financial institutions their customers and communities understand and address community credit needs,1,p
the expansion of retail credit thus brings with it the added benefit of encouraging entrepreneurial innovationin short credit is an important tool in household risk management and in the process of building wealth for households all across the income distribution,1,p
we may also consider providing more baseline information that describes a banks performance context such as the demographic and economic information that helps to describe the credit needs and opportunities present in each assessment area,1,p
back in 2006 less than two months after i started as chairman i spoke to you about the strong performance of community banks as well as about some important longerterm challenges,1,p
some of the most innovative have come out of community colleges,1,p
central bank independence correlates well with low and stable inflation which correlates with sustainable economic growth that maximizes employment,1,p
unlike business spending household spending has continued to grow moderately this year despite being buffeted by changes in income wealth and consumer confidence,1,p
commercial real estate valuations derive from jobs among other factors so you can see the potential for a selfreinforcing dynamic that could be worse than expected,0,p
it showed that 19 percent more adults remained in the familyfocused program for more than twenty weeks,1,p
even in faster growing italy and the united kingdom unemployment is still in or near the double digit range,0,p
during previous upswings wage inflation approached 4 percent,1,p
some observers would not be surprised if the jobless rate climbed to the neighborhood of 6 per cent by year end,0,p
investing early in human capital makes sense for three reasons,1,p
while most rural communities continue to be relatively well served that is less often the case in communities with highpoverty rates17 in 2018 federal reserve staff members met with leaders in rural areas across the country that had recently experienced a bank branch closure,0,p
in this environment any forwardlooking labor union or business that is exposed to export or import  7competition has to recognize that pushing hard for wage or price increases may be a disastrously counterproductive action if such increases result in a loss of markets and a loss of jobsi feel that this shift toward a more flexible wage and price structure presents an unusual opportunity to continue to restrain monetary growth to a level consistent with price stability without engendering an increase in unemployment,0,p
of course there are a variety of alternative explanations for the current surprising relationship between inflation and unemployment and perhaps all of them are part of a full account,0,p
similarly     7 it may not feel like much of an expansion to consumers especially those who went on a borrowing and buying binge in the 1980s,0,p
to be specific it was not just that there is a higher proportion of young people in the labor force today than fifteen years ago but that the characteristic unemployment rate for young people had increased as well,0,p
however the rise in the use of credit by lowerincome homeowners has not come without cost,0,p
changes in preferences can result from recognition of the health  benefits or detriments of certain types of food but the largest driver is  surely growth in per capita income,0,p
this past year alone the federal reserve system sponsored more than 200 conferences and workshops on community development and reinvestment topics 6 attended by more than 11000 bankers and others,1,p
financial innovations have improved the liquidity of housing investments and the tax code has tilted even more favorably towards housing,1,p
in this environment the unemployment rate has fallen to 4 percent and the underlying rate of price inflation has slowed on net despite very high rates of resource utilization,1,p
as a country we have about 2 million fewer people working today than were working at the start of the great recession in december 2007 and the labor force has continued to grow,1,p
this suggests that the vast secondary market for home mortgages has largely adjusted to the recent increases in mortgage rates,0,p
at the same  time the seasonally adjusted labor force participation rate fell from 657  percent to 647 percent,0,p
in light of these data in my view the labor market is rapidly approaching maximum employment,1,p
over the course of this recovery the unemployment rate has fallen from a peak of 10 percent in october 2009 to 58 percent today,1,p
indeed residential investment subtracted from growth throughout 2018 and in the first quarter of this year,0,p
georgias    7    quality basic education program is one such initiative,1,p
also since there is a tradeoff between inflation and unem ployment we must be prepared to accept at least a temporary rise in the unemploy ment rate even after the energy problem is solved and to use special programs to ease the plight of those affected,0,p
the fa c t is at least so far as we can measure and there are problems in measuring income as you know minnesota has been below the national average on per capita income fo r many many years until just the last couple of years,0,p
had house prices kept appreciating loantovalue ratios would have fallen and some borrowers would have been able to refinance perhaps into a prime loan with a lower interest rate,0,p
there are also great opportunities to more closely integrate fouryear and community colleges in ways that promote efficiency and better serve students,1,p
but there has been a lot of concern over the decline in participation,0,p
there are  many possible sources of mismatchgeography skills demographyand they are  probably all at work,0,p
its impossible to know  exactly how and when workers and businesses will be fully back to work and when  consumers will return to the businesses that are open,0,p
this makes workers more of a bargain for employers causing an increase in hiring,1,p
in my view such an agreement could unleash consumer and investor confidence that would lead to healthy economic growth without reiflation,1,p
this consumer credit backlash has contributed to the adoption or proposal of several legislative or regulatory changes in recent years,0,p
but community banks do have some key advantages,1,p
parity in how applications are considered without regard to race sex or other prohibited bases is absolutely essential in our country,1,p
here let ne digress for a moment to make this assertion which i believe to be true that the increase in the productivity of human labor en wh,1,p
the number of job openings is at its highest level since the start of that data series in 2000 and the statistics show more posted job openings than unemployed workers,1,p
this should empower consumers to make better informed choices and improve competition,1,p
these studies find that policy differencesin particular the expansion of paid leave following childbirth steps to improve the availability and affordability of childcare and increased availability of parttime workgo a long way toward explaining the divergence between advanced economies44 evidence suggests that if the united states had policies in place such as those employed in many european countries female labor force participation could be as high as 82 percent45 however these policies entail tradeoffs,1,p
conclusion in conclusion id just like to say that the output gapand its resultant elevated unemployment and excess capacityis just one in a long line of challenges that the countr y has faced in its economic histor y however to its credit time and time again our economy has proven itself resilient in the face of these shortter m challenges,0,p
given this relatively moderate pace o expansion it has been difficult to nudge unemployment down to the more acceptable 6 t    2   6 12 percent range from the 7 percent mark where it remained lodged for most of tl year,0,p
growth occurs not only because  we have more people working or more machines or in economic terms more labor  and more capital but also because technological advances make existing  workers more productive,1,p
while i expect retirees to continue coming to florida in 1991 their numbers should be diminished somewhat,0,p
economic growth in the past decade was boosted by households taking on more debt coping with that debt is holding back growth today,0,p
were doing everything we can to help people get through a really painful time,1,p
they likely will fall back once the incentives are reduced but in any case the surge signals that households are still willing to make large longterm commitments despite the uncertainty and risks of a recession,1,p
given the enormous agenda of unfinished business we have at home including the elimination of poverty and ignorance the eradication of racial discrimination and the rebuilding of our cities a substantial proportion of the public clearly has concluded that this energy and imagination can be employed far more productively in the effort to cope with thepervasive ills in our own midst,0,p
and it may be lower because of the jarring changes such as job losses,0,p
the spirit of neighborly helpfulness motivates volunteer workers,1,p
i plan in these remarks to give most attention to employment or more to the point full employment,1,p
conservative estimates suggest that the net effect of y2k remediation efforts might shave a tenth or two a year off the growth of our nations overall labor productivity and a more substantial effect is possible if some of the larger estimates of y2k costs turn out to be accurate,0,p
in particular policymakers who see the deterioration in labor market performance as reversible using monetary policy will typically favor more accommodative policy than those who view the deterioration as more protracted,0,p
we can put policies in place that will support labor force participation and give us the best chance to achieve broad and sustained increases in productivity and thus in living standards,1,p
in britain holland and belgium 1986 is likely to be the fifth straight year of doubledigit joblessness,0,p
if that is so then our standard of living will increase more slowly going forward,0,p
but published unemployment rates during covid have dramatically understated the deterioration in the labor market,0,p
in august the bureau of labor statistics bls announced that job gains over the year through march were likely a halfmillion lower than previously reported,0,p
the vulnerabilities created by misaligned incentives and product complexity in the mortgage market were largely disguised so long as home prices continued to appreciate allowing troubled borrowers to refinance or sell their properties,0,p
during the 1990s the percentage of people in mississippi aged 25 or older with a college degree increased by more than 4 percentage points to 187 percent,1,p
nationwide graduation rates however stand at 50 percent and it is not unheard of to find schools with graduation rates of 20 percent,0,p
in part this shift happened because of complementary research that showed how demolitions might work in tandem with other measures to deal with distressed housing,0,p
if monetary and fiscal policy hold to their present coursea 5 12 percent growth rate for the money supply no change in tax rates and a 305 billion total for federal expenditures in fiscal year 1975 then the most likely prospect for the economy till mid1975 barring any further change in oil and farm commodity prices is for continued negative real growth a rise in the unemployment rate to above 6 12 percent and a decline in the rate of inflation as measured by the gnp deflator to approximately 7 percent,0,p
temporary benefits conferred on young people and minorities would only leave a legacy of bitterness once the distortions of inflationary stress caµsed the bubble of prosperity to burst as i have no doubt would again be the case,0,p
according to the bls nonagricultural payroll employment in the benchmark monthmarch 2006was revised up by 752000 an unusually large revision,1,p
the problem is how to keep economic growth so orderly that industry and commerce can provide increased jobs goods and services without the interruptions that accompany violent dips,0,p
on the one hand with an increase in the fraction of unemployed workers likely facing difficult job transitions there could be somewhat less slack in the economy than the current unemployment rate would ordinarily suggest,0,p
such lower rates would tend to increase credit  flows through the established savings institutions and provide more  efficient credit sources to farmers,1,p
as community bankers you have worked hard to develop a deep understanding of your local economies while also keeping perspective on the broader economic picture,1,p
the con  ventional view is that interest rates will rise further and so disintermediation will cut into housing as 1978 progresses,0,p
and i promise that their voices will be heard in washington when policy issues that may affect the ability of community banks to thrive are under consideration,1,p
in some areas of the country housing activity is showing signs of life while in others it remains deeply depressed,0,p
from  2006 to 2009 we saw a marked deterioration in labor market performance,0,p
monthly payroll job growth has averaged 204000 over the last year and 232000 over the last three months,1,p
and people who have struggled to stay in the workforce in the past are getting new opportunities,1,p
the fraction of 18 and 19yearold high school graduates who are enrolled in college rose from around 50 percent in 1980 to nearly 70 percent today,1,p
this lets them address what can be some of the most difficult barriers to education housing and food insecurity transportation technology child care and mental health,1,p
from 2006 through 2010 just over 45 percent of workingage native americans on reservations were employed compared with almost 60 percent of all workingage americans,0,p
the labor market is another potential arena for adverse spillover effects from the housing market,0,p
while we have been catching up a little southerners on  average have attained few er years o f schooling and have a higher rate of functional illiteracy than is the case elsewhere in the nation,0,p
but households generally need some kind of capital of  their own to initiate a startupand so the fall in household net worth and  wealth makes starting new firms more challenging,0,p
job growth has been solid in recent months,1,p
there has also been clear progress toward maximum employment,1,p
if unemployment reaches the 7 percent range that would constitute a substantial improvement from the 81 percent unemployment rate that prevailed when the committee announced the current program of asset purchases,1,p
this year the figure has been lower as a percentage of the population than at any time in the history of this series which goes back to 1970 should the pool of available workers continue to shrink there is a point at which this safety valve for excess demand will effectively close  even in the face of accelerating productivity,1,p
consumer spending grew at a robust of  1983,1,p
the jobless recovery also led economists to debate the extent to which the lack of hiring overall and the continued decline in manufacturing jobs specifically represented structural changes that is changes that were not likely to be reversed as the recovery strengthened,0,p
and in the ensuing economic contraction they have lost their jobs at a higher rate,0,p
of course the business recovery itself will in turn bolster employment disposable income and consumer spending,1,p
q  dr willes in the case of the domestic steel industry what do you see as the most favorable alternative longrun in regard to unemployment retention of a basic industry and a favorable impact on all related steel using industries,1,p
but fears about job security are understandably significant when nearly two million of our workforce have been unemployed for more than a year,0,p
this office was charged with the responsibility of assuring that the interests of savers and consumers are given adequate and specific attention in board decisions,1,p
enhancing the skills and thus the productivity of individuals in our society also makes us better able to meet the demands of a more globalized economy,1,p
in addition estimates of sustainable rates of growth and unemployment have been shown to be highly uncertain at any point in time and they may vary significantly over time in light of new information and changes in the structure of the economy,1,p
the labor market is reasonably tight with the unemployment rate at 45 percent,1,p
consumers have buoyed the economy throughout the recent recession and they will continue to provide solid support for recovery,1,p
while the problem touches every community it doesnt look the same in each because its shaped by the circumstances that prevailed in those neighborhoods before the crisis hit,0,p
moreover real earnings of the average worker have continued to rise,1,p
other policymakers must bear their burden and do their part to encourage morerobust economic growth and establish the conditions for stronger employment,1,p
i believe this remaining slack may at least partially explain why growth in average hourly earnings has been hovering around a subdued 2 percent trend,0,p
others have continued to live on their farms but have sought fnll or parttime offfarm employment while still others are continuing the struggle on submarginal units,0,p
household financial conditions are also consistent with the national figures with second quarter personal income expanding 22 percent against a 27 percent annual rate of growth nationally,1,p
its  likely that the latest numbers do not reveal the full extent of the financial devastation  faced by millions of american families,0,p
as a result personal savings rose above 70 per cent of disposable income a full percentage point above the average savings ratio in the 195366 period,1,p
over the past year job growth has averaged around 180000 per month,1,p
for the past several years wage increases have exceeded the very sluggish rise of productivity by 8 to 9 percentage points a year,1,p
most of the increase in labor force participation after 1960 can be attributed to the growing presence of women in the labor market,1,p
last year was in some respects a difficult one for the american people and the economy,0,p
in the first quarter of 1995 housing wealth was equal to roughly 14 times aftertax income and by the third quarter of 2001 that ratio increased to about 16 without ever moving outside that fairly narrow range,1,p
as i noted earlier the strong economy may continue to pull some primeage individuals back into the labor force and encourage others not to drop out,1,p
these include the recent decline in mortgage rates slower house price appreciation which was running 6 to 7 percent in early 2018 and is now in the 3 to 4 percent range and an increase in household formation driven by the strong labor market which allows more people to commit to purchasing a home,1,p
elevated bankruptcy rates are troubling because they highlight the difficulties some households experience during economic slowdowns,0,p
job levels are still not back to their prerecession highs and the states unemployment rate has been higher than the nations,0,p
as we work to increase familiarity with new technological and financial tools we give people the resources necessary to secure individual economic success,1,p
in reaction to worse economic prospects and tightening credit conditions households have continued to retrench putting consumer spending on a pace to post another sharp decline in the fourth quarter,0,p
for example some firms face high rates of absenteeism as workers get sick are exposed to the virus and need to quarantine or are reluctant to come to work because of health concerns,0,p
todays workers are essentially paying for todays retirees,0,p
not surprisingly turnover is high in these parttime jobs,0,p
however primeage worker participation is only 76 percent for those with a high school diploma and only 66 percent for those who have less than a high school diploma,0,p
conclusion  in conclusion i think the year ahead will be one in which growth will continue but at a slower more sustainable pace than in the year just ended and in which unemployment will remain low nationally,1,p
that is because it expands the capacity of the economy a matter which is quite vital at a time when we have been very near our capacity limitswhether measured in terms of the unemployment rate or factory use,1,p
an additional 8 million workers were classified as part time for economic reasons because their hours had been cut back or they were unable to find a fulltime job,0,p
most farmers are probably net monetary debtors and thereby receive windfall gains from inflation,1,p
i have noted my consciousness of possible inflationary pressures in 1973 but i think the facts that we are utilizing our manufacturing capacity at a rate of less than 80 per cent currently in this country and that we have a 59 per cent rate of unemployment do not suggest a need for choking off the stimulus to investment and expansion,0,p
that is the bad news because job destruction creates political  pressures for transition programs at best and protectionist or retaliatory  responses at worst,0,p
significantly however the average factory worker now gets 9 paid holidays each year and many workers get more,1,p
at the same time consumer spending and housing held up quite well,1,p
another trouble spot is consumer spending especially in view of the recent sharp worsen ing of consumer sentiment because of fears about inflation and shortages,0,p
there is growing evidence that this commitment to maintaining low and steady inflation has been a major contributor to individuals and businesses confidence and willingness to spend and invest,1,p
tight labor markets are putting pressures on wages but competitive markets are limiting pricing leverage and causing profits to be squeezed,1,p
jobs might be increasing in north dakota the state with the lowest unemployment rate but unemployed workers from nevada the state with the highest unemployment rate are unwilling or unable to relocate,0,p
in that year we had 1 million joo thousand housing starts and sold about 712 million new automobiles,1,p
but if you  consider the number of unsold homes on the market today and that the price of a house has gotten out of reach for many people i am not confident of a boom in this sector in the foreseeable future,0,p
but the recovery in equity prices and the stabilization in home values no doubt have contributed to the modest recent upturn in consumer spending,1,p
through its community economic development company funded through public and private partnerships marshall heights renovated a shopping center  a step that has brought nearly 400 muchneeded jobs shopping facilities and services to the neighborhood,1,p
i believe that every community has an equal right to market rates on loans and on savings,1,p
the employment report for february showed another small uptick of labor force participation following earlier similar moves beginning last fall,1,p
qualified individuals may receive 52 additional weeks of unemployment insurance if they are enrolled in an approved training program,1,p
i want to make the case that our best opportunity is to bring more women into the workforce  and retain them,1,p
we must continueor even bolsterefforts  flexibility our labor force,0,p
protectionism will also slow the inevitable transition of the workforce to more productive endeavors,0,p
the community development corporation cdc of brownsville works with multiple funding partnersgovernments at all levels financial institutions foundations and corporationsto construct housing and to design innovative loan products that enable lowincome families to qualify for mortgage credit,1,p
household balance sheets have strengthened considerably with wealth and income rising and the household debtservice burden at its lowest level in decades,1,p
while it is difficult to know precisely at least a third to half of homeowners took some cash out when they refinanced their mortgages last year,1,p
as in similar neighborhoods in the district of columbia and throughout the united states there is much to celebrate in the results of community investments,1,p
it has enabled families to build up some protection against the uncertainties of the future and it has often financed a better life tomorrowrarely however have savingsminded people faced as troublesome an economic outlook as we face todayour economy is being ravaged by inflation upsetting plans and clouding the future,0,p
much of that burden will fall on the generations behind them,0,p
today the funding of retraining displaced workers has moved closer to a voucher system giving the worker greater choice over his own retraining,1,p
moreover among consumers the burden would fall most heavily on those low income groups that can least afford to bear it,0,p
the labor force participation rate remains below most estimates of its underlying trend and an unusually large number of people are working part time but would prefer to work full time,0,p
thousands of jobs were created by firms such as microsoft apple and dell computer that did not even exist in 1970 at the same time the application of the new technology in established industries greatly enhanced productivity and led to rising wages and increased demand for labor,1,p
but by february 2020 the lengthy economic expansion increased educational attainment and a decline in fertility rates had brought the employmenttopopulation ratio for hispanic women in line with that of their nonhispanic peers,1,p
though mortgage ratesnow at their lowest level since the late 1970s should boost the singlefamily housing market demand to a considerable extent has been met for the time being and the chief determinants of new home sales will probably be demographics and overall economic growth,1,p
lower productivity growth also reduces the future income prospects of households lowering their consumption spending today and boosting their demand for savings,0,p
we expect incomes to continue increasing at a healthy pace during 97 which bodes well for spending,1,p
but it can be done and a firm relationship of increases in wage rates to gains in productivity is essential if we are to regain price stability,0,p
the real test as to whether we are pricing our workers out of jobs is hether our products and services will sell in the markets of the world incluing our own,0,p
in the same quarter the unemployment rate for white workers was 54 per cent so the blackwhite ratio was 170 to 1 among blacks as among whites adult men experienced a relatively sharper increase in the incidence of unemployment than that recorded for adult women and youths,0,p
the large numbers of unemployed and underemployed americans are at great risk of being unable to access fair sustainable and affordable financial services,0,p
as a result of these trends in job creation which could well have been exacerbated by the severe nature of the crisis the earnings potential for many households likely remains below what they had anticipated in the years before the recession,0,p
certainly wage growth has remained quite moderate even though weve been below conventional estimates of the natural rate for some time,0,p
there are other contributory factors weve seen a record number of high school graduates in the us and college attendance rates are on average rising as well,1,p
the sons and daughters of factory workers are pointing and clicking their way to higher levels of prosperity,1,p
mbs purchases will continue until we see a better employment situation,1,p
in fact in the second quarter of 1976 we had the highest percentage of our population      2   employed since 194g and at the same time one of the highest rates of unemployment in recent history,1,p
in a period of relative prosperity and record levels of personal income such as he have at present it should be paid for out of current income,1,p
payroll employment fell by over 2 million jobs over the past two years,0,p
and the us labor market as an institution is functioning more efficiently than it used to,1,p
2  in short we found theres a gap between the number of workers the regions employers want to hire and the number they will in all probability be able to hire,1,p
6  construction remains weak here and employment in the government sector has actually declined largely as a result of cuts in tva activities,0,p
we must remind ourselves that educated consumers are more likely to make better choices for themselves and ultimately for our nation and so we must get out and educate them,1,p
however a large proportion of our citizens have limited opportunities for inflationproofing their longterm assets or debt positions,0,p
on net i do expect the unemployment rate to normalize at close to 5 percent within the next five years,1,p
indeed workers in poor countries often work longer hours than their counterparts in rich countries and yet they remain poor,0,p
in new york state for instance employment was down 112 percent whereas it was down only 45 percent in texas,0,p
our challenge now is to do what monetary policy can do to sustain the expansion so that the benefits of the strong jobs market extend to more of those still left behind and so that inflation is centered firmly around 2 percent,1,p
14  another though more subtle assault on our standard of living is coming from inflation,0,p
on the contrary average wage rates so far in 1980 have been rising about 1 to 112 percentage points faster than they did in 1979 moreover there is relatively little reason for expecting any reduction in the rise of wage rates in the near future,1,p
_ real income has declined anj partly because expectation of inflation have encouraged a buy now psychology,0,p
many additional workers over 55 dropped out of the labor force and over time will effectively retire,0,p
  such data point to the probability that  union power has weakened,0,p
if all of these people instead had been looking for a job the unemployment rate would be over 7 percent,0,p
the percentage of workingage people with jobs has fallen to a point not seen in a quarter century4 average hours worked have not increased through the spring and summer from what were by historic standards unusually low levels,0,p
the rate of new hiring has been exceptionally sluggish for the past several years however and the available evidence suggests modest improvement at best in hiring rates so far this year,0,p
one particularly bright spot has been consumer spending which rebounded sharply in the second quarter and looks similarly strong currently,1,p
this rapid increase is in marked contrast to the preceding decade when contingent workers remained at a relatively stable 10 percent of the workforce according to the bureau of labor statistics bls cws3 they conclude that all of the net growth in aggregate employment in the decade leading up to 2015 can be accounted for by contingent work arrangements which means there has been no net employment growth in traditional work arrangements,0,p
measured by our distance from high employment and high capacity utilization the expansion still has a considerable distance to go,0,p
many bluecollar positions now require more skills,0,p
labor productivity has increased only 12 percent per year since 2010the smallest fiveyear rate of increase since world war ii and about onefourth of the average postwar rate figure 11,0,p
generally employment has  declined in the southeast by about the same margin as in the nation with a slight lag,0,p
while the income deficit per family member was smaller for black womens families because the latter typically contain a larger number of children than was the case for white womens families these figures do provide a rough indication of the extent of the deprivation under which they live,0,p
our economy has not yet fully regained the jobs lost in the recession that accompanied the financial near collapse,0,p
o f course there have been structural changes in the civilian labor force in the past two decades that have raised the level of the unemployment rate associated with full utilization of economic resources,0,p
you have helped these families to begin the process of asset accumulation through home ownership,1,p
i think this approach would be particularly wise in light of the fact that as mentioned earlier my base case is for solid gdp growth in 2019 and i expect labor market conditions to remain at levels i would consider at or past full employment,1,p
though the  recent numbers are encouraging easy money has failed to encourage the robust  payroll expansion that is the basis for the sustained consumer demand on which  our economy depends,0,p
even so while consumer spending never actually declinedan unusual development in any downturnthe deceleration was significant,0,p
i have also moved up my 2019 growth forecast a bit in light of the performance of the consumer over the past two quarters,1,p
at one end of the spectrum we have the unemployment of black teenagers at an incredible 30 per cent,0,p
we must understand the needs of the workers who are displaced and recognize that adjusting to evolving circumstances takes time but history provides good reason to be optimistic that the changes wrought by technological innovation ultimately yield broadly shared gains,1,p
as technical change increases demand for skilled relative to unskilled labor the unskilled workers must acquire new skills find new jobs at lower relative wages or become unemployed,0,p
this decline in our youngest students is especially concerning as we know from a large body of research that early learning is critical to lay the foundation for education later in life2 and in virginia public prek is available to children from lowincome families or to children who have special needsthe same children who may have difficulty accessing other schooling options,0,p
job growth has averaged 138000 over the past six months,1,p
however it is encouraging that the downward movement in labor force participation has recently been on hiatus a development that could possibly be prolonged by the recent tax legislationwhich could for example give some workers an incentive to remain in or enter the workforce,1,p
here in the united states the federal deposit insurance corporations fdics most recent survey of unbanked and underbanked households found that 7 percent of us households in 2015 were unbanked,0,p
real income has not fared as  badly but per capita salary income is nevertheless almost 2 percent below  its peak in the first quarter of 2008 a likely widening of income dispersion  over the period however suggests that median income has probably fared worse,0,p
the resulting delays in returning to work are bad for the economy and may cause the workers skills to atrophy,0,p
and finally we have drawn down the pool of available workers,1,p
but i think they were counting jobs rather than making jobs count,0,p
h ow ever slowing growth in the labor force competition for investment funds from domestic and international sources and low er consumption are likely to keep overall growth from being as strong as in the 1970s and 1980s,0,p
we now recognize that vulnerable underinformed consumers sometimes make decisions that dont serve them well,0,p
weve seen continued solid job growth unemployment is at a historically low level and we entered 2020 with very good momentum,1,p
   almost certainly the most important economic development in the united states in the past decade has been the sustained increase in the rate of growth of labor productivity or output per hour of work,1,p
the  fraction of the population over the age of 16 who had a job fell from over 63  percent to just over 58 percent,0,p
also it must be remembered that  these visitors from outside your area do not require schools or the full range of social services attendant upon the growth of permanent population,1,p
surprises of the current expansion when we reflect on the current expansion we see first and foremost a combination of robust economic growth low unemployment and modest inflation,1,p
because those workers have skills that dont easily shift to other industries they tend to have a harder time finding good highwage jobs in their locales,0,p
the greatest effects are among hispanic students the probability of majoring in economics and accounting after receiving the positive treatment is almost 17 percentage points higher for hispanic males and 48 percentage points higher for hispanic females,1,p
