Parsed_Text,label
and importantly the factors weighing on equilibrium real rates could be quite persistent meaning that low real and given our 2 percent inflation target nominal interest rates could be with us for some time  even after policy rates return to a neutral setting,4
2  that will certainly have an impact on our overall level of exports,1
the largest firms in the industry and the number of such firms remains large enough to assure vigorous competition have been maintaining their profitability compared with manufacturing as a whole,1
moreover heightened uncertainty and pressures on intermediary balance sheets have impaired the usual channels of credit intermediation,2
surprises of the current expansion when we reflect on the current expansion we see first and foremost a combination of robust economic growth low unemployment and modest inflation,0
underlying conditions suggest that this situation will persist  during the remainder of 1989  it is still possible though that some improvement in  building activities may occur now that the repercussions of several major layoffs are largely behind us,0
so when the time comes to withdraw monetary stimulus the fomc will be able to raise the interest rate on reserves or drain reserve balances or both,4
in the first place our manufacturing  sector is not nearly as bad o ff as some would have us believe and the potential for significant advances in productivity is at hand,1
one could even argue that for overall balance the united states should have lower deficits relative to gnp than do countries that have more domestic savings on which to draw,3
if we do not make steady progress in reducing the federal budget deficit the debt service burden will continue to mount,3
certain aspects of our tax structure for example have increasingly been recognized as being less conducive to savings and investment and thus to the growth of us productivity than we might like,3
because those workers have skills that dont easily shift to other industries they tend to have a harder time finding good highwage jobs in their locales,0
however it is an area to be monitored because public finance contributes broadly to financial and economic stability,3
these circumstances should help our net export position,1
but any erosion of assets that reflects bank equity ie of the auount by which assets exceed liabilities falls upon shareholders,2
the only one ever implemented was contemporaneous reserve accounting and even this step came after the fomc had deemphasized aggregates targeting,4
controls did discourage domestic oil production which fell precipitously thus increasing our reliance on oil imports,1
many people have the impression that savings funds are inherently less profitable than demand depositsa view which overall banking statistics appear to support,2
in that context and with the risk of inflation muted the fomc decided earlier this month to make a midcycle reduction in interest rates with the goal of providing a little insurance for the continued growth of the economy and strength of the labor market,4
however the fomc also cautioned that the risks continued to be weighted mainly toward conditions that may generate economic weakness rather than inflation,4
conclusion in conclusion the financial services industry has evolved considerably over the past several years in large part because of innovation in products services and activities particularly in the areas of complex structured finance transactions credit risk transfer and risk management,2
meanwhile the turmoil in financial markets this summer has heightened everyones concerns about the recoverys future course,2
credit risk market risk  my own suspicion is that in  general financial innovation has resulted in an effective redistribution of market riskthat those unwilling to take market risk have a number of options available to lay it off to those who are both willing and better qualified to take it,2
this question is of interest to both regulators and the banking industry since there is no inherent reason aiy the bank holding company movement must lead to a deterioration of strength of the american banking system,2
the greatest effects are among hispanic students the probability of majoring in economics and accounting after receiving the positive treatment is almost 17 percentage points higher for hispanic males and 48 percentage points higher for hispanic females,0
our country in other words has failed to break the link between government debt and inflationary money creation as germany and japan have done,3
wages have been moving up rapidly and some costpush undoubtedly is present,0
as the market for credit default swaps expands and deepens the collective knowledge held by market participants is exactly reflected in the prices of these derivative instruments,2
another important factor has been the very low level of policy interest rates in the united states and in most other industrialized economies,4
however i do not believe that a monetary policy aimed at improvement in the balance of payments conflicts with a monetary policy aimed at the restoration of domestic stability,4
our efforts to invest in diversifying the regions economy and providing adequate education for our labor force face an obstacle o f larger proportions howeverone that everyone in this country needs to be concerned about,0
the major areas of strength in the outlook are business spending for new plant and equipment as well as inventories,1
after all asset prices can rise and fall sometimes very rapidly and still be based on fundamentals,2
today for      some banks dayold balance sheets are on the edge of      obsolescence,2
tax exemption makes banks together with upper bracket individuals the principal holders of municipals,2
1     the percentages of people in the southeast employed in the various types    of  economic  5  activities i just outlined can be seen in this graph r5  transparency 2 employment in the southeast by sector,0
the mortgage bankers who have arranged this meeting today have done so in the true pioneering spirit of their profession of nashville and of vanderbilt and i am grateful to be a part of it,2
first we have the graying  o f the population and second the maturing o f the postwar babyboom generation,0
academic literature shows that over the longrun internationally diversified equity portfolios have a better riskreturn tradeoff than domesticonly equity portfolios,2
although higher interest rates will raise the monthly payment cost of housing for some new borrowers policy is not disconnected from factors that should improve overall affordabilityfactors like wage growth and employment prospects,0
one risk of waiting is that the committee may be forced to raise rates very quickly to prevent an increase in inflation,4
enhanced prudential standards in implementing enhanced prudential standards for foreign banks with a large us presence we sought to ensure that firms hold sufficient local capital and liquidityand have a risk management infrastructurethat is commensurate with the risks in their us operations2 and in general that approach is meeting many of the broad goals the federal reserve set out to achieve,2
it also changed drastically the source of liquidity to individual depository institutions which previously had been liquid debt instruments issued by someone else often the treasury,2
indicators of business sentiment from a variety of national and regional surveys have deteriorated on balance in recent months,1
presently  manufacturing accounts for only 7 percent of our employment though output in  manufacturing has fallen much less from 18 percent to 15 percent,1
as i said we have moved much closer to our goals since last year and accordingly the stance of monetary policy should reflect such progress and begin to adjust gradually,4
many emerging market economies also are doing well with exports providing a significant boost to activity in these countries,1
modern developments have eroded the value of the banking franchise on the asset side the liability side and the page 2  payment system,2
while reserve banks generally seem to have a somewhat larger proportion of their total employment in blue collar and service activities than do other segments of the banking industry negroes in these banks tend to be found even more frequently outside the white collar area,2
past population growth has created a need to improve education and expand infrastructure and these activities are falling largely on the shoulders of the state and local governments,3
as the share of manufacturing employment continues to decline in the united states and in mississippi driven by productivity gains and the movement of lowerskilled jobs overseas the new face of manufacturing is one of high efficiency and use of advanced technology,1
by contrast policies promoting longer working life could ameliorate some of the potential demographic stresses,0
but in those earlier years the typical trainee t1as a man already possessing some kind of ski 11 and uork experience jho t1as temporarily unemployed,0
a shift from budget surplus to deficit  is therefore entirely consistent with a decreasing rate of inflation since to get a decreasing rate of inflation requires an economic slowdown and as i have already indicated such a slowdown tends other things equal to swing the budget       5    f r o m surplus to deficit,3
add to all of that higher capital requirements for banks at yearend 1992 this one factor caused many banks actually to downsize their balance sheets to improve capital ratios,2
but you are well aware that we are also in the midst of tremendous changes in the nature of mortgage instruments and lending patterns reflecting in part the desire of lenders to protect themselves from uncertainty and volatility,2
2  hie us economy i believe we will have another good year of moderate growth with gdp expanding by about 3 percent slightly faster than in 1993 in fact the momentum of business activity in the last three months could even push this figure higher,1
its board members are drawn from industry leadershipfor exanple arthur m wood former chairman and ceo of searsfrom government and from academic accountancy the sec practice sections executive committee has membership from a wide variety of firms in the accounting profession and it utilizes a small permanent staffaccentuation of the use of inforrnation management techniques to delimit the scope of examinations and to flush out those areas of particular risk in the institution being examined,4
congress will have to make that decision,3
the broad scope of changes that i have discussed gives you some idea of the skills that will be required of our future bankers,2
we see today a worldwide trend toward greater clarity transparency and specificity in central bank communication with the public,4
canvassing individual fomc members positions is a way of predicting what policy  will be,4
at the end of 1966 multinational banks were operating with the highest loan to deposit ratios with the major regional banks next in order,2
a license would be needed whether the foreign bank applies for a national or a state charter,2
take credit derivatives as an example,2
the conference boards labor market differential  the difference between those who think jobs are plentiful versus hard to get  reached the highest reading 441 percent in july since 2000 and this confidence can be contagious,0
their involvement can support financial services broadly,2
on the part of the fed we are offering guidance to lenders with regard to the disclosure of terms and costs to borrowers and with regard to the risks of carrying such loans on their books,4
as i already noted the us economy is in a very good place with the unemployment rate near a 50year low inflationary pressures muted expected inflation stable and gdp growth solid and projected to remain so,0
the missions take with them hundreds of proposals of american businessmen to sell products establish relations with distributors or promote other profitproducing arrangements,1
these statutes moved control of policy from the district banks to the fomc giving the board more authority,4
the feds first purchase program worked to lower interest rates  1  ben bernanke rebalancing the global recovery speech at the sixth european central bank central banking conference frankfurt germany november 19 2010,4
the following year congress passed the national bank act of 1864 which established the office of the comptroller of the currency and gave the federal government the authority to supervise commercial banks,3
upward moves in ebpagain those corresponding to a widening of credit spreadsare very informative about the future evolution of the real economy,2
so the fact that we annually export so ouch of our talent and our labor is one reason for wanting to be able to provide more opportunities here at home,0
let me spend a few minutes on economic developments in the fourth federal reserve district which comprises all of ohio western pennsylvania eastern kentucky and the northern panhandle of west virginia,4
d our strength in the future will be our ability to compete on quality rather than on price,1
as a nation we have begun to grapple with the budget deficits which i believe have created a significant drag on economic growth in the past few years,3
with the strains in housing persisting a substantial slowdown in business spending could raise the odds of a recession,1
similarly the evidence that globalization has helped to restrain unit labor costs in recent years is mixed,0
the second is people working harder,0
it explores the economic consequences of an aging population distribution,0
after that we can expect inflation of a bit over 2 percent for 2022 and right at 2 percent in 2023 unemployment should fall steadily during this period as well,0
banks that  10  aggressively practice liability management should have well thought out contingency plans in any case and they should be reviewed and approved by the directors of such banks,2
such language was used to describe episodes when the fed was aggressively providing monetary accommodation to stimulate employment and the economy  the go phase  only to find itself forced to apply the brakes abruptly to prevent a rapid uptick in inflation  the stop phase,4
despite false warnings and recommendations by some that depositors should move their money to larger sophisticated banks your communities continued to give you their trust,2
the set of studies that resulted was8 published in 1972 and many other studies and proposals have been put forward since then by students of the housing industrywe at the federal reserve have long been committed to findinganswers to this pressing problem and have sought the legislation that will allow thrift institutions to adjust more quickly to the changing financial climate over the business cycleit has been our past experience that with the presentinstitutional structures a monetary policy designed to aid the thrift industry through low interest rates tends to be overly expansive and ultimately inflationary,4
prudent innovation for the united states the alternative to privately issued digital currency is not necessarily a publicly issued digital currency,4
growth in spending on hightech capital equipment and software was especially high averaging 20 percent per year or more,1
yes the job markets so tight it squeaks,0
our financial system today is far more resilient than it was before the crisis and i want to maintain that resiliency,2
in analyzing the reasons for this it is important to bear in mind that the interest rate is only one element of credit card pricing,2
because of the lag of price changes behind changes in the rate of growth of the money stock it probably would be not only months but several years before the adoption of moderate policy actions would have any lasting observable effect on the inflation rate,4
i intend to spend much of the remaining time discussing the evolving linkages between globalization and monetary policy,4
while most banks accumulate good core information on which to base internalratingsbased indicators more information will be necessary in some cases,2
the broader m2 measure of the money supply also slowed from a 125percent rate of growth in the third quarter to a 92percent growth in the final quarter of 1979 and it decelerated even further in early 1980  the fed has  delivered on its promises and it will persist with a gradual orderly diminution of growth in the months ahead,4
for the time being the most effective way to address these concerns is to ensure that our policy actions align with our commitment to achieving the existing inflation target which the committee has recently clarified is symmetric around 2 percentand not a ceilingalong with maximum employment,4
the budget deficit is way too large and may ultimately become a drag on growth,3
so i will spend a few minutes exploring the state of the job market in some detail,0
if economic policy is to play a constructive role in building a new world economy policymakers must increasingly focus on policies that eliminate barriers to communication and allow the market to work most efficiently and effectively,3
the fall in the market value of their assets can make it difficult for these institutions to meet demands from depositors or debtholders to pay off their liabilities,2
as a result congress finds itself beset by a cacophony of diverse pleas,3
public policy therefore should weigh carefully any potential adverse effects on competition in the evolution of the banking structurea discussion of concentration as a measure of competition would not be complete without saying a few words about statewide5management factor,3
federal financial policies are my speciality and they are of great importance,3
certainly our understanding of credit discrimination has already been improved by research using hmda data,2
to the younger generation it had become a way of life and to some of our older citizens a kind of betrayal of their retirement planning,0
in other words so long as the united states and the rest of the world grow at approximately the same rate these studies suggest that us exports and imports should grow at roughly equal rates,1
because the financial distress was so deep and pervasive and because it took place in financial markets whose structure had evolved dramatically our actions also needed to be innovative if they were to have a chance of being effective,2
but we should remember that theres a uniquely american wisdom expressed in the structure of the federal reserve,4
inflation costs in 2012 the fomc adopted for the first time an explicit longerrun inflation objective of 2 percent as measured by the pce price index5 other central banks including the european central bank and the bank of england also have a 2 percent inflation target,4
because the job of a central banker is to protect the purchasing power of currency it is overall inflation that we need to keep down not just core inflation,4
these innovations include new financial instruments such as cds mmcs now accounts and rising rate notes new technologies such as eft new management concepts such as liability and interest rate gap management and finally new institutional forms such as the onebank holding companyhigh market interest rates have also created economic opportunities for less regulated firms to offer financial services on more favorable terms and often at rates above regulation q ceilings which are now in the process of being phased outthe combination of these financial innovations and the entry and expansion of nondepository institutions into the financial service industry has radically affected the structure and functioning of financial markets and has significantly altered the array of financial services being providedthese developments are eroding the distinctions between banks and thrifts and have opened the door to so many different providers of financial services that it is now beginning to be difficult to tell which firms are and are not financial institutionsi am particularly concerned with the risk implications of these financial innovations which will require careful regulatory and supervisory oversight,2
the total reduction of one per cent has released to member banks reserves of about 1 billion,2
recent research conducted by the federal reserve bank of boston suggests that homeowners who have experienced a 20 percent or greater fall in house prices are about 14 times more likely to default on a mortgage compared with homeowners who have experienced a 20 percent increase in the price of their home1  some types of mortgage borrowers appear to be particularly sensitive to homeprice declines at least 18 percent of foreclosures started in the third quarter of 2007 involved nonowneroccupied properties,4
2  commit to the forward guidance on the fed funds rate path by treating the 65 percent unemployment rate and the 25 percent inflation rate as triggers rather than thresholds,4
e  corporations are borrowing longterm money at real rates that will be high unless the rate of inflation rises,1
the federal reserve should i believe permit sufficient growth in money and credit to encourage sustained recovery,4
2 however i take part in all fomc meetings ever y year as all 12 reser ve bank presidents attend all the meetings and participate in the discussions regardless of voting status,4
but if there is a tax increase there will be less  inflation than there otherwise would have been,3
overview the eleventh federal reserve district comprises texas northern louisiana and southern new mexico,4
the percentage of the black population aged 25 to 35 that has completed four years of college more than doubled between 1970 and 2000 from 65 percent to 15 percent,0
america has come a long way since the dark days of the financial crisis and small businesses deserve a considerable share of the credit for the investment and hiring that have brought that progress,1
the new element is the 50 million reporting floor which seems necessary in any reasonable test of determining whether a lender is engaged in the business of mortgage lending a direct quote from the statutory language,2
in the long run it changes the very nature of financial intermediation,2
but a most promising approach is to modify the tax system to encourage rather than to inhibit saving and investmentl__government policiesthis leads directly to the final aspect of a coordinatedprogram designed to curb inflation namely government policythere is a lot of talk these days about the wisdom and timingof any possible tax cut,3
my remarks have focused on  the federal reserves ability to stop a financial crisis from creating a great  depression,4
the saving rate measured by the boards flow of funds accounts is higher at 5 percent of disposable income though it too is significantly lower than its average level in the past,0
having a  federal reserve office contributed greatly to the industrial growth of el paso  houston and san antonio,4
the internal revenue service has published guidance on the tax treatment of digital currencies wwwirsgovpubirsdropn1421pdf,3
later this morning my colleagues from the federal reserve will be talking with you about how to manage your credit,4
while an emerging body of empirical research investigates this hypothesis in the context of credit riskdocumenting that banks tend to make riskier loans when rates are lowour focus is instead on the implications of the reachforyield mechanism on the pricing of interest rate risk also known as duration risk4           the theory we sketch involves a set of yieldoriented investors,2
commercial banks and increasingly thritts as they have gained banking powers are operators of the payments system they are custodians for the bulk ot liquid savings in the economy they are still by far the most important suppliers of credit and they are the link between monetary policy ana the economy,2
however during the first half of the 1990s inequality partially receded for consumer expenditures while for income it continued to rise table 1,0
and when i see the small business owners that i used to lend to they tell me that they could not have survived the downturn without low rates,1
although banks borrowed only moderate amounts at the discount window they substantially increased the amount of collateral they placed with reserve banks,2
the current basel i measures are not very risk sensitive and do not provide meaningful measures to bankers supervisors or the marketplace for complex banking organizations,2
racial minorities like black americans were already more likely to be unemployed than other groups  and covid19 heightened this yawning disparity,0
1 the methodology for forecasting labor force participation developed in aaronson and sullivan 2001 suggests that currently the participation rate is trending downward about 02 percentage point per year,0
the third question the review will consider is how can the fomcs communication of its policy framework and implementation be improved,4
should the central bank  deliberately try to move interest rates or should it try to let the market play the major role in the field,4
there have been more than a few dismaying examples of ceos who nearly drove their companies to the wall and presided over a significant fall in the price of the companies stock relative to that of their competitors and the stock market overall,1
the resulting trade deficit threatens to make the united states an international debtor nation,3
some bank holding companies have issued mediumterm notes tied to ehortterm rates with redemption features enhancing their liquidity,2
the financing of business agriculture and individuals has always involved pioneering and experimentation and as you are thoroughly aware over the years we have made a great deal of progress in developing new methods tailored both to the needs of the borrower and the safety and liquidity requirements of the lender,2
the banking act of 1935 in particular renamed the federal reserve board the board of governors and granted the washingtonbased entity greater powers,4
on this point i would like to say that the deliberative approach we take to monetary policy would be seriously undermined by politicizing the central bank,4
as a monetary policymaker i prefer to take a longer view rather than let our decisions be whipsawed by the most recent statistics which are often noisy and subject to revision,4
when american banks seized up in 1990 as a consequence of a collapse in the value of real estate collateral the capital markets largely unaffected by the decline in values were able to substitute for the loss of bank financial intermediation,2
the greatest need in financial markets today is discipline and you  6 7  are the people who must instill that sadly lacking quality into current  8  business activity,2
inasmuch as the u s treasury borrowed over 23 billion dollars in the fiscal year beginning in july 1967 money and capital markets were under great pressure,3
aside from its direct benefits for the safety and soundness of these large institutions such an approach also would help offset financial firms incentive to grow until they are perceived to be too big to fail,2
moreover this form of capital formation has totaled more than half the aggregate expenditures on all other types of durable goods combinedincluding such durables as business equipment consumer automobiles household furniture and appliances and durables purchased by the government for defense and other purposes3some people argue that because the social costs of delaying urban investment are high the impact of monetary policy in this area should be offset by selective countermoves through such media as fnma fhi fhlbb advances or public subsidies,4
high consumer demand has been great news for the auto industry,1
monetary policy the recent policy action to increase the target range for the fed funds rate to 112 to 134 percent is consistent with this commitment and continues the process to gradually increase interest rates as the economy has continued to make progress on our monetary policy goals,4
the hearings also likely will address issues related to predatory lending and market developments since 2002 when the board last revised its rules for higherpriced loans under the home ownership and equity protection act hoepa,2
over the same four years however blacks share of total jobs in manufacturing climbed slightly from 96 per cent to 99 per cent,0
but in the context in which i am using exchange ratesand for that matter commodity prices and yield spreadsi do not envisage them becoming targets of monetary policy,4
but as some sectors of the economy have continued to struggle permanent job loss has increased figure 9,0
nevertheless during the past fifteen years or so both the political elites and the broader public in the region have for the most part shown an increased willingness to abandon the failed economic models of earlier decades in favor of new approaches that emphasize improved fiscal discipline the benefits of free trade and free markets and the vital importance of building strong economic institutions,3
it might be faster  but the nuances  the emotional tone of the business community would be lost,1
before the crisis and for some time afterwards the clearing banks unwound all triparty repo trades each dayeven those with a significant term which in theory represented longerterm financing commitmentsreturning securities to borrowers and cash to lenders,2
fed decisionmakers will review those projections and may revise them according to their own best judgments and then will formulate  policy directions which are thought to be conducive to the most optimal outcomethereafter as our implementing operations get underway our staff will monitor developments closely to see if any significant deviations from projections begin to emerge,4
as a result the evolution of aggregate supply also exhibits a significant forwardlooking component,1
12in family income are substantially wider than the differences in median family income,0
so there are a lot of reasons to be concerned about when business spending will pick up,1
employment on district farms has declined year after year as new equipment has been substituted for labor,0
but in order to maintain their position in the financial services industry it will be necessary to unwind those factors that inhibit the ability of the depositories to compete and adapt to changing economic conditions,2
our concerns now extend beyond the capacity of individual institutions to protect their capital and balance sheets,2
minority women also lag their male peers,0
it does concern us that international financial institutions can operate in the united states on a more favorable basis than american banks,2
the ability of the fed to get at these  however by having voluntary capital requirements  formally applied to the primary dealers and then by requiring them in turn to apply the requirements to the secondary dealers the fed was able to have some impact,4
as a result of the capital inflow over the  past eight years or so the stock of productive capital in the us is significantly larger than it would have otherwise beenthis increased capital stock produces a number of macroeconomic benefits,1
labor productivity has increased only 12 percent per year on average since 2011the worst performance over such a period since world war ii figure 4,0
if we want to eliminate inflation we must reduce monetary growth to reasonable levels which are compatible with output growth,4
government debt primarily in the form of treasury obligations held by the public as a percentage of gdp has grown from 44 percent at yearend 2008 to approximately 77 percent as of dec 31 2018,3
  12   all of that notwithstanding the question at hand is whether the costs of reserves incurred by correspondent banks are such to place them at a competitive disadvantage relative to the fed in the provision of payments services to other depository institutions,2
the narrow monetary aggregate ml has accelerated to more than 10 percent rates of growth in the first two quarters of this year and has continued to grow rapidly in the current quarter,4
the experience of many decades tells us that industrial policies are far from a surefire development strategy as they require that the government be adept at picking winners,3
this is especially true in the case of ever more aggressive monetary policy accommodation,4
at the end of the third quarter of 1991 there were 1100 problem banks almost 10 percent of all commercial banks in the united states with about 500 billion of assetsbad real estate constitutes the major portion of nonperforming assets but commercial and industrial loans and some consumer loans are also included among the 96 billion of problem assetsat the same date other real estate owned through foreclosure totaled 249 billion up from 214 billion at the end of 1990net chargeoffs for the first three quarters of 1991 were running at an annual rate of 31 billion vs 29 billion for all of 1990obviously these trends are real trouble for the banks if they are not reversed,2
this is perhaps the single most important discipline for monetary policy under an interest rate regime,4
because we do not save enough to fund   4   our own investment and government deficits we have had to rely on the savings of our friends abroad,3
the federal reserve emphasis has been that it can be good profitable business when done the right way and the incentive ought to be profitable opportunity rather than avoidance of costly penalties,4
people with limited means are more likely to have difficulty providing their children with a highquality early childhood environment leaving those children less able to benefit from later investments in human capital,0
i know many of you here today are from community banks,2
5  the growth o f interestbearing transactions accounts like now and moneymarket accounts in the mideighties however m lwhich had been the most important o f these targetsstopped behaving in the way it previously had and lost much o f its value as a barometer,2
that is one reason i believe the congress has not wanted to delegate its power over money directly to those responsible for financing the governmento but i suspect that many in congress have also wanted a degree of insulation for the federal reserve from shortterm political or electoral pressures that can arise in the congress itself,3
on the other hand the acceleration of corporate tax payments a key component of new fiscal policy measures generated considerable money market pressures around the tax periods of march april and june,3
such a low level of applications suggests that potential borrowers were wary of entering the housing market or feared being turned down for a loan,0
our   homeowners are thus less burdened with their housing predicament and better   positioned as consumers,0
in short through this approach the demand of some for paper checks will carry less weight in the business decisions of the many,1
on the supply side the production of oil has been constrained by available capacity hurricanes and geopolitical developments,1
it can be further  argued that the result is in fact a federal subsidy to banks,2
many banks now operate free of the fear of new entry into their markets and this threat of potential new entry may provide greater incentive for good performanceto be realistic even if the law were changed tomorrow few places other than major urban areas would experience outofstate entry in the immediate future,2
in the 1980s governments ran large budget deficits and public debt relative to gdp soared,3
that was about couble the amount of increase in outstanding longterm debt of all federal stte and local governments and private corporations combined,3
the it revolution has not simply allowed a worker to turn the crank faster on an improved machine the traditional way we think of technological innovation but opened the possibility of fundamentally altering the way production or provision of a service takes place,0
stress testing has evolved and must continue to evolve to take on what we as supervisors learn from our work and what we can learn from others,2
all told my forecast of the economy is generally consistent with the median projections made by my colleagues on the fomc which were released last month4 what about monetary policy,4
3  forces and trends t h at w ill a ffect the future  the labor force will grow more slowly demographic trends will affect the economy regardless of government policies,0
over the years legislation enacted by the          various states and ultimately at the federal level eliminated the barriers          to banks operating across state lines at least with respect to interstate          bank acquisitions,2
one is hard pressed to argue that there  is much efficacy derived from additional expansion of the feds balance sheet,4
policy implications in setting policy the federal reserve needs to be mindful of the risks to the outlook for both growth and inflation,4
the first shift was heightened concern about the material wellbeing of working men and women,0
the speedup in collection of social security contributions withheld income taxes and excise taxes in the first quarter drew off an estimated 650 million in business working capital and the continued acceleration of the corporate income tax payments schedule added an estimated 43 billion to business tax remittances in april and,3
8 incidentally since the board has assigned me the responsibility for administering the voluntary program on foreign credits of banks and other financial institutions let me take a moment to report on its most recent accomplishment,2
in this way changes in excess reserves directly affect the available supply of credit,2
money is also used more intensively in small budget accounts where minimum or average balance requirements are relaxed and transactions paid for on a fee basis2alfred marshall connnented after quoting these words this terse statement carries far,2
looking ahead there is little prospect that the earnings position of commercial banks will be strengthened significantlyif at allby significant increases in their demand balances,2
because of this catchup factor capitalgoods spending will probably continue high even if some easing of sales occurs at the retail level,1
the question therefore is not whether the central bank has a responsibility to insure the safety and efficiency of the payment mechanism but rather it is one of how that responsibility can be most effectively dis charged,4
there is a strong positive link between banking and financial market development and economic growth and a number of studies have concluded that banking and financial market development is a key driver of economic growth,2
the potential for a dealers exit to adversely affect mortgage hedgers is dependent upon hedgers diversification of counterparties the way in which hedgers use options and the underlying reason for such an exit,2
at the center of the federal reserve system is the board of governors,4
thus the level of the stock market can affect households demand for cars tvs vacation travel and all the other things people spend their income on,0
here i think is the principal explanation of why the busts in dotcom stock prices and in the housing and mortgage markets had such markedly different effects,2
other tax incentives for exports common to all the countries discussed here exporters are permitted drawback of customs duties on material used in exports,3
blue collar workers histor ically have been more vulnerable to displacement than other workers,0
these institutions understand that complex operations require a more          structured and welldefined riskmanagement framework to monitor the effectiveness          of internal control processes and risk exposures,2
unfortunately because it takes some time for workers to find new jobs a certain level of unemployment is unavoidable,0
those of you in financial firms are affected through your credit exposure to firms that followed questionable accounting practices and through your own corporate governance practices,2
if the bank is successful the profits belong to the stockholders and the depositors money is safe,2
some might call for restrictions to banks participation in buyouts since a large proportion o f the financing originates from banks,2
savings and loan associations mutual  savings banks and commercial banks all are subject to the same corporate income tax law,2
it is important to recognize that by being more explicit about its objectives and more transparent and systematic about its decisionmaking framework the central bank enhances its credibility,4
nominal interest rates however cannot fall below zero and this fact can pose a problem for monetary policy,4
in addition declining farm populations in some communities in the great plains strained social institutions such as schools county services and hospitals that tend to require a critical mass of population to operate effectively,0
the district banks and brunches comprise an immense network of economic intelligence through which the system is kept informed as to the changing problems and conditions in business and within the commercial banks themselves,2
fundamentally whats important is the feds ability to deliver on our mandated policy goals of full employment and price stability,4
finally you as businessmen can play an important role in further enhancing the attractiveness of the city as a place in which to live and do business,1
foreclosed vacant and abandoned properties threaten neighborhoods nationwide and community leaders are working to stabilize those neighborhoods,0
for instance delinquencies are up in the us market for subprime home loans,0
this means keeping the federal funds rate at its current setting continuing our 133 programs until we judge that they are no longer required and considering use of other tools,4
moreover since september 1966 the federal reserve system has had authority from congress to buy and sell in the open market all federal agency issues including those offered by fnma and fhlbanks which are direct obligations of or fully guaranteed as to principal and interest by the agency,4
in summary i believe the steps taken since the financial crisis have made the financial system more resilient,2
it is important to recognize that the influence of changes in the fomcs targeted funds rate on inflation and economic growth occurs with a lag so by necessity the fomc must be forwardlooking in setting an appropriate funds rate target,4
in that regard consumer spending has been soft but seems for the moment at least not unduly so,0
fortunately as i indicated a moment ago i believe we will see increasing growth in employment as the year progresses,0
clearly articulating objectives lets consider these four principles beginning with clearly articulating the objectives of monetary policy,4
women have entered the us labor force in record numbers and have increasingly risen to positions of authority,0
in a few cases these unexpected increases in the balance sheet created some pressures on capital ratios even if the level of capital remained stable,2
economic theory suggests at least two reasons why the factors embedded in sovereign yield curves may be correlated across countries,3
reflecting these developments is a continued rise in corporate profits which has allowed firms to further bolster their strong balance sheet positions,1
major overseas markets are becoming more open although the degree of openness varies from market to market,1
that is understanding how a systemic resolution mechanism could maintain reduce or reverse incentives to engage in what might otherwise be socially desirable cooperation could affect the optimal design of that mechanism and other elements of financial regulation,2
for those with some college education the rise was from 36 per cent to 44 per cent,0
the feds policy is based on a simple premise  the inflation process cannot persist very long w ithout monetary accom m odation,4
these earnings will be needed for investing not only in modern equipment but also in human resources,1
international trade barriers are as unreasonable under competitive production and marketing conditions as are trade barriers between states cities or counties,1
as the expansion gains traction the challenge will be to reduce accommodation and normalize policy in a way that ensures that inflation remains close to our target that the economy continues to grow and that we avoid sowing the seeds of another financial crisis,4
thinking runs along the lines of allocation of current account deficits with the intention of making the debt burden most readily bearable,3
